episode_id,task_id,length,pass_event,exit_event
repair_episode_v3_ef205de80038781014ec1d61620e93c0dd0b56a61a2da1587e7852640d8b2d54,thm_7_6,1,1,0
repair_episode_v3_ef37397e1723256012633c478dc3947069eaf6ad3d79e4d87e11f2546521effe,ex_1_2_3,1,1,0
repair_episode_v3_efaa6ffef96e159b9ec87613acfbd09114f9a76cc0aaeaad118331a9a3ba78c6,ex_10_3_1,1,0,1
repair_episode_v3_efbd59fdc0815c75a6412f67f6d79db5343631c4b84c665869657c6d7191ae53,prob_13_10,5,1,0
repair_episode_v3_f3a5e2665942b9d0bad588fbc882b2a4732812ba1cf14ada523523f73975fb29,thm_12_2,1,1,0
repair_episode_v3_f57305548f09a3a7d339dc02b16aafc1d971e3695e5f88c0e8619d5b6dc98d19,thm_9_4,1,1,0
repair_episode_v3_f688c5c4be9f98ebd0bbb600d71be74dd5ab5cb45d387f52e360473302419298,thm_4_6,1,1,0
repair_episode_v3_f6a692e5d22e07f3a27b364887afbfca0d3054a446328fde04f6c6fe35b52700,thm_12_3,1,0,1
repair_episode_v3_fa0295ae98dfe240a93448b4c6e8b6857320c0bb85149eae82f0c578fa44ffc2,thm_4_8,1,1,0
repair_episode_v3_fa1f927eda2dac527013ef8a3dba95381af0ba9568e5e28ff3482f5e393a6898,def_4_3_limsup_liminf,1,1,0
repair_episode_v3_fae12052da52b70855338ffe692285b4e347ab5ba2b56c3d0b624c136178c743,prob_3_4,1,1,0
repair_episode_v3_fba349f2a2e54d7433970ae09874bc5e936587c64b8bb7f12ce7a657a7e42ee3,prob_5_6,1,1,0
repair_episode_v3_fc081e0b6ab118ca25ffb538c1bf144abb57b4d73f02f1cc48243499dfcb39bc,thm_9_5,17,0,1
repair_episode_v3_fcb83e73c1972c8621819487b390ec0551934b96ea17e19363d9f87e4f89b64d,prob_11_9,2,1,0
repair_episode_v3_fcd31dd7c3f647a995cd4d48c3aac4909c55ea48d30294cd47f5f548e67c8228,ex_4_3_2,1,1,0
repair_episode_v3_fda88da348df98f9cb06823563a3b4ab3a43a6896a3f15cf0348f5f637e4f6b5,thm_8_2,1,1,0
repair_episode_v3_ff6257e77cb1bf4beaf2c806273d8d527998caad3dba81c6af1d8f164f2f6d28,ex_6_5_2,1,1,0
